date,Conservatives,Labour,Lib Dem,UKIP,Green,SNP,Plaid,Reform,ChangeUK
2023-05-05,28.3,44.51,10.14,1.04,4.76,3.37,1.04,5.48,1.0
2023-05-06,28.26,44.48,10.43,1.04,4.67,3.28,1.04,5.42,1.0
2023-05-07,28.23,44.44,10.72,1.04,4.58,3.18,1.03,5.36,1.0
2023-05-08,28.15,44.55,10.63,1.04,4.65,3.14,1.03,5.38,1.0
2023-05-09,28.08,44.66,10.53,1.04,4.71,3.11,1.03,5.39,1.0
2023-05-10,28.01,44.69,10.59,1.04,4.72,3.1,1.03,5.48,1.0
2023-05-11,27.94,44.72,10.65,1.04,4.74,3.09,1.02,5.56,1.0
2023-05-12,27.87,44.74,10.67,1.04,4.7,3.12,1.02,5.75,1.0
2023-05-13,27.89,44.64,10.72,1.04,4.72,3.21,1.02,5.85,1.0
2023-05-14,27.91,44.53,10.77,1.04,4.74,3.3,1.01,5.96,1.0
2023-05-15,27.92,44.53,10.79,1.04,4.7,3.22,1.01,5.79,1.0
2023-05-16,27.89,44.52,10.72,1.04,4.82,3.19,1.01,5.76,1.0
2023-05-17,27.86,44.5,10.65,1.04,4.93,3.17,1.01,5.73,1.0
2023-05-18,27.84,44.49,10.58,1.04,5.05,3.15,1.0,5.7,1.0
2023-05-19,28.01,44.44,10.57,1.04,4.8,3.25,1.0,5.51,1.0
2023-05-20,28.19,44.39,10.56,1.04,4.55,3.36,1.0,5.31,1.0
2023-05-21,28.37,44.33,10.55,1.04,4.3,3.47,1.0,5.12,1.0
2023-05-22,28.39,44.31,10.45,1.04,4.53,3.55,1.0,4.98,1.0
2023-05-23,28.33,44.25,10.45,1.09,4.78,3.47,1.0,5.03,1.0
2023-05-24,28.27,44.2,10.45,1.15,5.03,3.38,1.0,5.07,1.0
2023-05-25,28.21,44.15,10.44,1.21,5.29,3.29,1.0,5.12,1.0
2023-05-26,28.08,44.1,10.39,1.27,5.59,3.29,1.0,5.42,1.0
2023-05-27,28.11,44.05,10.46,1.32,5.5,3.21,1.0,5.4,1.0
2023-05-28,28.14,44.0,10.53,1.38,5.41,3.14,1.0,5.37,1.0
2023-05-29,28.03,43.99,10.62,1.44,5.53,3.18,1.0,5.51,1.0
2023-05-30,27.92,43.98,10.7,1.49,5.65,3.21,1.0,5.64,1.0
2023-05-31,27.81,43.97,10.79,1.55,5.77,3.24,1.0,5.78,1.0
2023-06-01,27.89,43.96,10.92,1.61,5.69,3.15,1.0,5.46,1.0
2023-06-02,27.91,43.98,10.97,1.67,5.55,3.11,1.0,5.46,1.0
2023-06-03,28.05,43.94,11.1,1.72,5.25,3.1,1.0,5.39,1.0
2023-06-04,28.2,43.91,11.22,1.78,4.95,3.09,1.0,5.32,1.0
2023-06-05,28.17,43.86,11.3,1.84,5.16,3.14,1.0,5.39,1.0
2023-06-06,28.1,43.84,11.25,1.82,5.39,3.23,1.0,5.53,1.0
2023-06-07,28.04,43.82,11.2,1.81,5.63,3.32,1.0,5.67,1.0
2023-06-08,28.09,43.88,11.17,1.8,5.53,3.23,1.0,5.6,1.0
2023-06-09,28.09,44.0,11.07,1.79,5.37,3.21,1.0,5.64,1.0
2023-06-10,28.1,44.14,11.07,1.78,5.02,3.3,1.0,5.58,1.0
2023-06-11,28.11,44.28,11.06,1.77,4.66,3.39,1.0,5.52,1.0
2023-06-12,28.03,44.4,11.07,1.75,4.65,3.41,1.0,5.29,1.0
2023-06-13,27.87,44.58,11.02,1.66,4.75,3.33,1.0,5.28,1.0
2023-06-14,27.7,44.76,10.97,1.57,4.85,3.25,1.0,5.27,1.0
2023-06-15,27.53,44.95,10.92,1.47,4.95,3.17,1.0,5.25,1.0
2023-06-16,27.34,45.16,10.86,1.38,5.04,3.14,1.0,5.13,1.0
2023-06-17,27.21,45.29,10.88,1.28,5.0,3.14,1.0,5.03,1.0
2023-06-18,27.07,45.42,10.89,1.19,4.97,3.15,1.0,4.92,1.0
2023-06-19,26.94,45.51,10.79,1.1,5.18,3.26,1.0,4.61,1.0
2023-06-20,26.74,45.54,10.74,1.08,5.53,3.24,1.0,4.47,1.0
2023-06-21,26.6,45.53,10.57,1.07,5.68,3.09,1.0,5.13,1.0
2023-06-22,26.75,45.46,10.35,1.06,5.48,2.98,1.0,5.47,1.0
2023-06-23,26.81,45.41,10.16,1.05,5.38,2.85,1.0,5.9,1.0
2023-06-24,26.9,45.36,10.37,1.04,4.92,3.05,1.0,5.78,1.0
2023-06-25,26.99,45.31,10.58,1.02,4.47,3.24,1.0,5.66,1.0
2023-06-26,26.91,45.42,10.62,1.01,4.31,3.27,1.0,5.62,1.0
2023-06-27,26.87,45.51,10.52,1.01,4.6,3.23,1.0,5.72,1.0
2023-06-28,26.84,45.59,10.43,1.01,4.9,3.18,1.0,5.82,1.0
2023-06-29,26.86,45.67,10.35,1.01,5.08,3.17,1.0,5.82,1.0
2023-06-30,26.79,45.83,10.17,1.01,5.0,3.24,1.0,5.76,1.0
2023-07-01,26.75,45.92,10.21,1.01,4.91,3.17,1.0,5.56,1.0
2023-07-02,26.71,46.01,10.24,1.01,4.83,3.1,1.0,5.36,1.0
2023-07-03,26.54,46.1,10.12,1.01,4.91,3.09,1.0,5.57,1.0
2023-07-04,26.44,46.12,10.01,1.01,4.99,3.08,1.0,5.78,1.0
2023-07-05,26.34,46.15,9.9,1.01,5.07,3.08,1.0,6.0,1.0
2023-07-06,26.24,46.18,9.79,1.01,5.15,3.07,1.0,6.21,1.0
2023-07-07,26.38,46.14,9.76,1.01,4.92,3.11,1.0,6.05,1.0
2023-07-08,26.51,46.07,9.97,1.01,4.52,3.2,1.0,5.77,1.0
2023-07-09,26.64,45.99,10.18,1.0,4.11,3.3,1.0,5.48,1.0
2023-07-10,26.55,45.87,10.22,1.0,4.7,3.32,1.0,5.58,1.0
2023-07-11,26.39,45.75,10.39,1.0,4.98,3.2,1.0,6.03,1.0
2023-07-12,26.3,45.75,10.5,1.0,4.95,3.14,1.0,6.12,1.0
2023-07-13,26.22,45.74,10.62,1.0,4.92,3.08,1.0,6.21,1.0
2023-07-14,26.14,45.72,10.69,1.0,4.87,3.05,1.0,6.34,1.0
2023-07-15,26.11,45.66,10.83,1.0,4.81,3.03,1.0,6.51,1.0
2023-07-16,26.08,45.61,10.97,1.0,4.74,3.01,1.0,6.68,1.0
2023-07-17,26.0,45.62,10.93,1.0,4.87,3.0,1.0,6.67,1.0
2023-07-18,26.0,45.56,10.88,1.0,4.98,2.99,1.0,6.74,1.0
2023-07-19,25.99,45.51,10.83,1.0,5.08,2.97,1.0,6.81,1.0
2023-07-20,25.98,45.46,10.79,1.0,5.19,2.96,1.0,6.87,1.0
2023-07-21,26.03,45.48,10.81,1.0,5.01,2.92,1.0,6.76,1.0
2023-07-22,26.16,45.57,10.88,1.0,4.68,2.83,1.0,6.29,1.0
2023-07-23,26.29,45.66,10.95,1.0,4.34,2.75,1.0,5.83,1.0
2023-07-24,26.24,45.72,10.83,1.0,4.53,2.85,1.0,5.74,1.0
2023-07-25,26.21,45.68,10.89,1.0,4.64,2.91,1.0,6.01,1.0
2023-07-26,26.18,45.63,10.95,1.0,4.75,2.98,1.0,6.28,1.0
2023-07-27,26.11,45.64,10.8,1.0,5.03,3.03,1.0,6.47,1.0
2023-07-28,26.09,45.67,10.73,1.0,5.15,3.1,1.0,6.47,1.0
2023-07-29,26.12,45.63,10.72,1.0,5.16,3.18,1.0,6.54,1.0
2023-07-30,26.14,45.58,10.71,1.0,5.17,3.27,1.0,6.6,1.0
2023-07-31,26.08,45.65,10.67,1.0,5.22,3.18,1.0,6.61,1.0
2023-08-01,26.07,45.63,10.6,1.0,5.31,3.13,1.0,6.71,1.0
2023-08-02,26.05,45.62,10.53,1.0,5.39,3.08,1.0,6.8,1.0
2023-08-03,26.03,45.6,10.46,1.0,5.48,3.04,1.0,6.9,1.0
2023-08-04,26.08,45.51,10.49,1.0,5.53,3.01,1.0,6.97,1.0
2023-08-05,26.17,45.55,10.52,1.0,5.45,2.99,1.0,6.71,1.0
2023-08-06,26.26,45.6,10.54,1.0,5.38,2.98,1.0,6.46,1.0
2023-08-07,26.32,45.66,10.63,1.0,5.19,2.95,1.0,6.0,1.0
2023-08-08,26.39,45.7,10.64,1.0,5.19,2.92,1.0,5.87,1.0
2023-08-09,26.45,45.73,10.65,1.0,5.2,2.88,1.0,5.74,1.0
2023-08-10,26.52,45.76,10.65,1.0,5.2,2.85,1.0,5.62,1.0
2023-08-11,26.58,45.8,10.66,1.0,5.21,2.81,1.0,5.49,1.0
2023-08-12,26.65,45.76,10.6,1.0,5.13,3.0,1.0,5.53,1.0
2023-08-13,26.72,45.71,10.55,1.0,5.06,3.18,1.0,5.58,1.0
2023-08-14,26.72,45.58,10.56,1.0,5.25,3.15,1.0,5.74,1.0
2023-08-15,26.72,45.45,10.56,1.0,5.45,3.12,1.0,5.91,1.0
2023-08-16,26.72,45.32,10.57,1.0,5.65,3.09,1.0,6.07,1.0
2023-08-17,26.73,45.19,10.58,1.0,5.84,3.06,1.0,6.24,1.0
2023-08-18,26.73,45.06,10.58,1.0,6.04,3.03,1.0,6.4,1.0
2023-08-19,26.75,45.1,10.66,1.0,5.92,3.02,1.0,6.22,1.0
2023-08-20,26.78,45.13,10.75,1.0,5.8,3.01,1.0,6.03,1.0
2023-08-21,26.79,45.29,10.63,1.0,5.65,3.01,1.0,5.7,1.0
2023-08-22,26.88,45.3,10.68,1.0,5.32,3.01,1.0,5.74,1.0
2023-08-23,26.97,45.31,10.73,1.0,4.99,3.01,1.0,5.77,1.0
2023-08-24,27.06,45.32,10.78,1.0,4.67,3.01,1.0,5.8,1.0
2023-08-25,27.19,45.27,10.81,1.0,4.29,3.01,1.0,5.81,1.0
2023-08-26,27.23,45.21,10.77,1.0,4.2,3.02,1.0,5.93,1.0
2023-08-27,27.28,45.15,10.73,1.0,4.1,3.02,1.0,6.04,1.0
2023-08-28,27.11,45.1,10.72,1.0,4.4,3.04,1.0,6.19,1.0
2023-08-29,26.94,45.05,10.7,1.0,4.7,3.07,1.0,6.34,1.0
2023-08-30,26.78,45.01,10.69,1.0,5.0,3.1,1.0,6.49,1.0
2023-08-31,26.61,44.96,10.68,1.0,5.3,3.12,1.0,6.64,1.0
2023-09-01,26.58,44.93,10.66,1.0,5.4,3.08,1.0,6.72,1.0
2023-09-02,26.55,44.95,10.77,1.0,5.21,3.08,1.0,6.63,1.0
2023-09-03,26.52,44.98,10.87,1.0,5.02,3.08,1.0,6.54,1.0
2023-09-04,26.42,45.05,10.71,1.0,5.09,3.1,1.0,6.55,1.0
2023-09-05,26.24,45.07,10.64,1.0,5.19,3.16,1.0,6.48,1.0
2023-09-06,26.05,45.1,10.56,1.0,5.28,3.23,1.0,6.42,1.0
2023-09-07,25.87,45.13,10.48,1.0,5.37,3.29,1.0,6.36,1.0
2023-09-08,25.73,45.13,10.45,1.0,5.78,3.43,1.0,6.21,1.0
2023-09-09,25.68,45.06,10.59,1.0,5.95,3.5,1.0,6.12,1.0
2023-09-10,25.62,45.0,10.74,1.0,6.12,3.57,1.0,6.04,1.0
2023-09-11,25.6,44.93,10.76,1.0,6.31,3.53,1.0,5.96,1.0
2023-09-12,25.58,44.87,10.79,1.0,6.5,3.48,1.0,5.89,1.0
2023-09-13,25.61,44.83,10.75,1.0,6.57,3.36,1.0,6.12,1.0
2023-09-14,25.64,44.79,10.7,1.0,6.63,3.23,1.0,6.34,1.0
2023-09-15,25.74,44.69,10.92,1.0,6.44,3.25,1.0,6.37,1.0
2023-09-16,25.93,44.64,11.24,1.0,6.14,3.16,1.0,6.18,1.0
2023-09-17,26.12,44.6,11.55,1.0,5.83,3.07,1.0,5.98,1.0
2023-09-18,26.32,44.53,11.39,1.0,5.85,3.06,1.0,5.98,1.0
2023-09-19,26.53,44.47,11.24,1.01,5.88,3.05,1.0,5.98,1.0
2023-09-20,26.74,44.41,11.09,1.01,5.9,3.04,1.0,5.98,1.0
2023-09-21,26.94,44.35,10.94,1.01,5.92,3.03,1.0,5.98,1.0
2023-09-22,27.19,44.26,10.78,1.01,5.8,3.02,1.0,6.16,1.0
2023-09-23,27.42,44.21,10.86,1.01,5.45,2.73,1.0,6.08,1.0
2023-09-24,27.65,44.16,10.94,1.01,5.1,2.44,1.0,5.99,1.0
2023-09-25,27.63,44.16,10.82,1.01,5.32,2.84,1.0,5.9,1.0
2023-09-26,27.59,44.17,10.8,1.03,5.39,2.88,1.0,6.04,1.0
2023-09-27,27.55,44.19,10.78,1.04,5.47,2.93,1.0,6.17,1.0
2023-09-28,27.54,44.17,10.84,1.06,5.47,2.95,1.0,6.34,1.0
2023-09-29,27.52,44.16,10.89,1.08,5.46,2.98,1.0,6.5,1.0
2023-09-30,27.48,44.15,11.0,1.09,5.33,2.98,1.0,6.45,1.0
2023-10-01,27.44,44.14,11.1,1.11,5.19,2.99,1.0,6.4,1.0
2023-10-02,27.32,44.17,11.12,1.12,5.37,2.99,1.0,6.26,1.0
2023-10-03,27.26,44.22,11.07,1.14,5.45,2.98,1.0,6.33,1.0
2023-10-04,27.2,44.26,11.02,1.16,5.53,2.98,1.0,6.41,1.0
2023-10-05,27.14,44.3,10.97,1.17,5.61,2.97,1.0,6.49,1.0
2023-10-06,27.3,44.29,10.92,1.19,5.4,2.66,1.0,6.39,1.0
2023-10-07,27.38,44.36,10.93,1.21,5.17,2.43,1.0,6.41,1.0
2023-10-08,27.42,44.47,10.85,1.22,4.81,2.05,1.0,6.34,1.0
2023-10-09,27.35,44.52,10.87,1.24,5.06,1.69,1.0,6.56,1.0
2023-10-10,27.3,44.64,10.71,1.25,5.15,2.02,1.0,6.58,1.0
2023-10-11,27.24,44.75,10.54,1.27,5.24,2.35,1.0,6.61,1.0
2023-10-12,27.18,44.87,10.38,1.29,5.33,2.68,1.0,6.63,1.0
2023-10-13,27.23,44.92,10.35,1.3,5.11,2.66,1.0,6.48,1.0
2023-10-14,27.22,45.02,10.46,1.32,4.64,2.45,1.0,6.34,1.0
2023-10-15,27.21,45.13,10.58,1.33,4.18,2.25,1.0,6.19,1.0
2023-10-16,27.02,45.32,10.43,1.35,4.59,2.26,1.0,6.14,1.0
2023-10-17,26.82,45.46,10.32,1.37,4.79,2.38,1.0,6.28,1.0
2023-10-18,26.63,45.6,10.21,1.38,5.0,2.51,1.0,6.42,1.0
2023-10-19,26.53,45.68,10.25,1.4,4.89,2.46,1.0,6.48,1.0
2023-10-20,26.45,45.79,10.23,1.41,4.62,2.25,1.0,6.61,1.0
2023-10-21,26.34,45.8,10.23,1.43,4.39,2.22,1.0,6.75,1.0
2023-10-22,26.22,45.82,10.24,1.45,4.15,2.19,1.0,6.9,1.0
2023-10-23,25.83,45.89,10.12,1.46,4.72,2.44,1.0,7.18,1.0
2023-10-24,25.71,45.84,10.13,1.48,4.94,2.7,1.0,7.25,1.0
2023-10-25,25.6,45.8,10.14,1.49,5.17,2.95,1.0,7.32,1.0
2023-10-26,25.57,45.66,10.28,1.51,5.43,2.94,1.0,7.3,1.0
2023-10-27,25.56,45.5,10.39,1.53,5.69,2.89,1.0,7.35,1.0
2023-10-28,25.48,45.46,10.52,1.54,5.79,2.81,1.0,7.33,1.0
2023-10-29,25.41,45.42,10.66,1.56,5.89,2.73,1.0,7.31,1.0
2023-10-30,25.35,45.39,10.59,1.57,5.97,2.56,1.0,7.34,1.0
2023-10-31,25.32,45.34,10.49,1.59,6.04,2.63,1.0,7.41,1.0
2023-11-01,25.28,45.3,10.39,1.61,6.12,2.7,1.0,7.48,1.0
2023-11-02,25.38,45.3,10.46,1.62,5.83,2.66,1.0,7.36,1.0
2023-11-03,25.45,45.29,10.49,1.64,5.51,2.62,1.0,7.44,1.0
2023-11-04,25.46,45.28,10.56,1.65,5.26,2.48,1.0,7.4,1.0
2023-11-05,25.48,45.27,10.62,1.67,5.01,2.35,1.0,7.35,1.0
2023-11-06,25.26,45.28,10.62,1.69,5.42,2.51,1.0,7.29,1.0
2023-11-07,25.09,45.3,10.54,1.6,5.67,2.57,1.0,7.37,1.0
2023-11-08,24.92,45.31,10.46,1.52,5.92,2.63,1.0,7.45,1.0
2023-11-09,24.86,45.26,10.44,1.43,6.0,2.55,1.0,7.45,1.0
2023-11-10,24.79,45.18,10.45,1.35,5.96,2.72,1.0,7.51,1.0
2023-11-11,24.69,45.1,10.53,1.26,5.9,2.75,1.0,7.38,1.0
2023-11-12,24.6,45.01,10.6,1.17,5.84,2.77,1.0,7.25,1.0
2023-11-13,24.21,44.97,10.6,1.09,6.16,3.04,1.0,7.2,1.0
2023-11-14,23.65,44.96,10.41,1.09,6.5,3.33,1.0,7.94,1.0
2023-11-15,23.65,44.77,10.53,1.09,6.56,3.24,1.0,8.17,1.0
2023-11-16,23.84,44.61,10.73,1.09,6.4,2.93,1.0,8.17,1.0
2023-11-17,24.12,44.41,10.9,1.09,6.15,3.02,1.0,8.19,1.0
2023-11-18,24.25,44.33,10.98,1.09,6.08,3.13,1.0,7.99,1.0
2023-11-19,24.38,44.25,11.06,1.09,6.01,3.23,1.0,7.79,1.0
2023-11-20,24.52,44.21,10.98,1.09,6.09,3.2,1.0,7.67,1.0
2023-11-21,24.56,44.17,10.98,1.09,6.18,3.23,1.0,7.8,1.0
2023-11-22,24.6,44.13,10.98,1.08,6.27,3.25,1.0,7.93,1.0
2023-11-23,24.64,44.1,10.99,1.08,6.36,3.28,1.0,8.06,1.0
2023-11-24,24.84,44.0,11.0,1.08,6.27,3.16,1.0,8.07,1.0
2023-11-25,24.95,43.97,10.95,1.08,6.11,3.12,1.0,8.1,1.0
2023-11-26,25.05,43.93,10.91,1.08,5.96,3.08,1.0,8.13,1.0
2023-11-27,25.11,43.85,10.84,1.08,5.99,3.1,1.0,8.08,1.0
2023-11-28,25.03,43.85,10.75,1.08,6.02,3.15,1.0,8.19,1.0
2023-11-29,24.94,43.85,10.67,1.08,6.05,3.2,1.0,8.3,1.0
2023-11-30,24.86,43.84,10.58,1.08,6.08,3.26,1.0,8.41,1.0
2023-12-01,25.03,43.75,10.63,1.08,5.85,3.15,1.0,8.37,1.0
2023-12-02,25.1,43.65,10.82,1.08,5.61,3.09,1.0,8.36,1.0
2023-12-03,25.18,43.55,11.0,1.08,5.36,3.02,1.0,8.36,1.0
2023-12-04,25.06,43.54,11.09,1.08,5.52,2.97,1.0,8.32,1.0
2023-12-05,24.89,43.57,11.08,1.08,5.63,2.91,1.0,8.54,1.0
2023-12-06,24.72,43.6,11.06,1.08,5.74,2.85,1.0,8.75,1.0
2023-12-07,24.54,43.62,11.05,1.08,5.85,2.79,1.0,8.97,1.0
2023-12-08,24.64,43.55,11.05,1.08,5.62,2.6,1.0,9.05,1.0
2023-12-09,24.73,43.43,11.06,1.08,5.49,2.62,1.01,9.14,1.0
2023-12-10,24.82,43.31,11.07,1.08,5.36,2.64,1.01,9.22,1.0
2023-12-11,24.84,43.22,11.01,1.07,5.64,2.77,1.01,9.14,1.0
2023-12-12,24.73,43.21,10.94,1.07,5.79,2.85,1.01,9.25,1.0
2023-12-13,24.62,43.2,10.87,1.07,5.93,2.94,1.01,9.37,1.0
2023-12-14,24.67,43.16,10.89,1.07,5.91,3.0,1.01,9.33,1.0
2023-12-15,24.85,43.09,10.83,1.07,5.75,3.06,1.01,9.32,1.0
2023-12-16,24.93,43.04,10.81,1.07,5.51,3.15,1.01,9.36,1.0
2023-12-17,25.02,43.0,10.79,1.07,5.26,3.24,1.01,9.4,1.0
2023-12-18,25.04,42.99,10.84,1.07,5.41,3.18,1.01,9.43,1.0
2023-12-19,25.06,42.98,10.89,1.07,5.57,3.12,1.01,9.46,1.0
2023-12-20,25.09,42.97,10.94,1.07,5.72,3.06,1.01,9.48,1.0
2023-12-21,25.11,42.97,10.98,1.07,5.88,3.0,1.01,9.51,1.0
2023-12-22,25.24,42.96,11.03,1.07,5.88,2.94,1.01,9.49,1.0
2023-12-23,25.31,43.01,11.02,1.07,5.87,2.86,1.01,9.51,1.0
2023-12-24,25.38,43.05,11.0,1.07,5.86,2.79,1.01,9.53,1.0
2023-12-25,25.44,43.1,10.98,1.07,5.85,2.71,1.01,9.55,1.0
2023-12-26,25.51,43.15,10.97,1.07,5.84,2.64,1.01,9.57,1.0
2023-12-27,25.58,43.2,10.95,1.07,5.83,2.56,1.01,9.59,1.0
2023-12-28,25.64,43.24,10.93,1.07,5.82,2.49,1.01,9.61,1.0
2023-12-29,25.71,43.29,10.92,1.07,5.81,2.42,1.01,9.63,1.0
2023-12-30,25.68,43.38,10.81,1.06,5.77,2.52,1.01,9.72,1.0
2023-12-31,25.63,43.49,10.69,1.06,5.7,2.52,1.01,9.71,1.0
2024-01-01,25.59,43.59,10.58,1.06,5.64,2.51,1.01,9.71,1.0
2024-01-02,25.55,43.7,10.46,1.06,5.57,2.51,1.01,9.7,1.0
2024-01-03,25.5,43.8,10.34,1.06,5.5,2.5,1.01,9.7,1.0
2024-01-04,25.46,43.91,10.22,1.06,5.43,2.5,1.01,9.69,1.0
2024-01-05,25.41,44.01,10.1,1.06,5.37,2.49,1.01,9.69,1.0
2024-01-06,25.39,44.03,10.08,1.06,5.35,2.67,1.01,9.66,1.0
2024-01-07,25.36,44.05,10.06,1.06,5.34,2.84,1.01,9.63,1.0
2024-01-08,25.21,44.07,10.05,1.06,5.48,2.9,1.01,9.65,1.0
2024-01-09,25.07,44.09,10.04,1.06,5.61,2.96,1.01,9.67,1.0
2024-01-10,24.92,44.11,10.03,1.06,5.75,3.02,1.01,9.69,1.0
2024-01-11,24.77,44.13,10.02,1.06,5.88,3.09,1.01,9.7,1.0
2024-01-12,24.82,44.11,10.13,1.06,5.68,3.2,1.01,9.66,1.0
2024-01-13,24.82,44.21,10.09,1.06,5.5,3.13,1.01,9.48,1.0
2024-01-14,24.82,44.3,10.05,1.06,5.33,3.05,1.01,9.3,1.0
2024-01-15,24.69,44.41,9.91,1.06,5.55,3.02,1.01,9.21,1.0
2024-01-16,24.4,44.55,9.76,1.06,5.68,2.99,1.01,9.47,1.0
2024-01-17,24.1,44.68,9.61,1.06,5.82,2.95,1.01,9.72,1.0
2024-01-18,24.07,44.72,9.69,1.05,5.77,2.91,1.01,9.76,1.0
2024-01-19,23.99,44.81,9.64,1.05,5.69,2.83,1.01,9.88,1.0
2024-01-20,23.95,44.83,9.66,1.05,5.71,2.72,1.01,9.99,1.0
2024-01-21,23.91,44.84,9.67,1.05,5.72,2.61,1.01,10.1,1.0
2024-01-22,23.98,44.84,9.55,1.05,5.69,2.8,1.01,10.03,1.0
2024-01-23,23.84,44.84,9.49,1.05,5.81,2.92,1.01,10.25,1.0
2024-01-24,23.7,44.83,9.44,1.05,5.93,3.04,1.01,10.47,1.0
2024-01-25,23.79,44.75,9.58,1.05,6.04,2.92,1.01,10.47,1.0
2024-01-26,23.87,44.68,9.68,1.05,6.03,2.77,1.01,10.62,1.0
2024-01-27,23.86,44.64,9.81,1.05,6.01,2.77,1.01,10.72,1.0
2024-01-28,23.84,44.59,9.94,1.05,6.0,2.77,1.02,10.82,1.0
2024-01-29,23.94,44.53,9.96,1.05,5.99,2.69,1.02,10.81,1.0
2024-01-30,23.86,44.51,9.87,1.05,5.98,2.78,1.02,10.87,1.0
2024-01-31,23.79,44.49,9.77,1.05,5.97,2.87,1.02,10.93,1.0
2024-02-01,23.75,44.49,9.77,1.05,5.95,2.92,1.02,10.89,1.0
2024-02-02,23.76,44.47,9.75,1.05,5.92,2.94,1.02,10.94,1.0
2024-02-03,23.79,44.44,9.8,1.05,5.61,2.95,1.02,10.98,1.0
2024-02-04,23.83,44.4,9.85,1.05,5.31,2.95,1.02,11.02,1.0
2024-02-05,23.86,44.35,10.0,1.05,5.34,2.94,1.02,10.97,1.0
2024-02-06,23.8,44.37,9.95,1.04,5.58,2.87,1.02,10.92,1.0
2024-02-07,23.75,44.39,9.91,1.04,5.82,2.8,1.02,10.88,1.0
2024-02-08,23.69,44.41,9.87,1.04,6.05,2.73,1.02,10.84,1.0
2024-02-09,23.77,44.39,9.91,1.04,6.14,2.5,1.02,10.75,1.0
2024-02-10,23.72,44.47,9.79,1.04,6.04,2.63,1.02,10.78,1.0
2024-02-11,23.67,44.56,9.68,1.04,5.93,2.76,1.02,10.82,1.0
2024-02-12,23.78,44.58,9.42,1.04,6.03,2.81,1.02,10.74,1.0
2024-02-13,23.87,44.57,9.44,1.04,6.2,2.8,1.02,10.54,1.0
2024-02-14,23.96,44.55,9.45,1.04,6.37,2.8,1.02,10.34,1.0
2024-02-15,24.06,44.54,9.46,1.04,6.54,2.79,1.02,10.14,1.0
2024-02-16,24.2,44.63,9.37,1.04,6.45,2.64,1.02,9.77,1.0
2024-02-17,24.1,44.7,9.29,1.04,6.39,2.77,1.02,9.82,1.0
2024-02-18,24.0,44.76,9.21,1.04,6.34,2.91,1.02,9.87,1.0
2024-02-19,23.96,44.78,9.15,1.04,6.34,3.01,1.02,9.8,1.0
2024-02-20,23.79,44.69,9.23,1.04,6.39,3.12,1.02,10.08,1.0
2024-02-21,23.62,44.6,9.3,1.04,6.44,3.22,1.02,10.37,1.0
2024-02-22,23.68,44.45,9.41,1.04,6.41,3.13,1.02,10.42,1.0
2024-02-23,23.72,44.32,9.47,1.04,6.44,3.07,1.02,10.51,1.0
2024-02-24,23.58,44.28,9.51,1.04,6.45,3.05,1.02,10.69,1.0
2024-02-25,23.44,44.23,9.56,1.03,6.45,3.03,1.02,10.87,1.0
2024-02-26,23.33,44.23,9.55,1.03,6.25,3.02,1.02,10.94,1.0
2024-02-27,23.23,44.24,9.43,1.03,6.27,3.01,1.02,11.09,1.0
2024-02-28,23.13,44.25,9.3,1.03,6.28,3.01,1.02,11.25,1.0
2024-02-29,23.03,44.26,9.18,1.03,6.3,3.0,1.02,11.41,1.0
2024-03-01,23.12,44.21,9.25,1.03,6.11,3.0,1.02,11.43,1.0
2024-03-02,23.21,44.08,9.35,1.03,6.09,2.99,1.02,11.56,1.0
2024-03-03,23.3,43.95,9.44,1.03,6.07,2.99,1.02,11.7,1.0
2024-03-04,23.39,43.82,9.54,1.03,6.05,2.98,1.02,11.84,1.0
2024-03-05,23.34,43.81,9.63,1.03,6.04,2.96,1.02,11.86,1.0
2024-03-06,23.29,43.81,9.73,1.03,6.04,2.94,1.02,11.88,1.0
2024-03-07,23.25,43.8,9.82,1.03,6.03,2.93,1.02,11.89,1.0
2024-03-08,23.41,43.66,9.9,1.03,5.88,2.86,1.02,11.88,1.0
2024-03-09,23.46,43.65,10.03,1.03,5.52,2.71,1.02,11.88,1.0
2024-03-10,23.51,43.64,10.16,1.03,5.16,2.57,1.02,11.88,1.0
2024-03-11,23.45,43.72,10.04,1.03,5.11,2.47,1.02,11.95,1.0
2024-03-12,23.25,43.79,9.92,1.03,5.3,2.57,1.02,12.1,1.0
2024-03-13,23.05,43.86,9.79,1.03,5.48,2.66,1.02,12.25,1.0
2024-03-14,23.04,43.93,9.77,1.03,5.44,2.65,1.05,12.26,1.0
2024-03-15,23.08,43.99,9.63,1.02,5.47,2.52,1.07,12.29,1.0
2024-03-16,23.04,44.09,9.47,1.02,5.43,2.6,1.1,12.34,1.0
2024-03-17,23.01,44.18,9.31,1.02,5.39,2.67,1.12,12.38,1.0
2024-03-18,22.91,44.17,9.35,1.02,5.53,2.51,1.15,12.41,1.0
2024-03-19,22.81,44.08,9.44,1.02,5.78,2.61,1.17,12.49,1.0
2024-03-20,22.71,43.99,9.53,1.02,6.03,2.72,1.2,12.56,1.0
2024-03-21,22.85,43.91,9.68,1.02,6.01,2.72,1.22,12.44,1.0
2024-03-22,23.03,43.85,9.8,1.02,6.0,2.65,1.25,12.27,1.0
2024-03-23,23.09,43.79,9.89,1.02,5.76,2.66,1.27,12.3,1.0
